income,credit_score,loan_amount,employment_length_years,loan_status
41537.67,722,10000,20,1
11294.65,676,20000,30,1
18568.9,786,15000,37,1
91447.32,680,25000,27,0
20807.48,599,25000,26,1
76577.38,658,20000,38,0
44945.36,754,15000,12,1
12264.2,451,20000,31,1
53167.23,621,10000,6,1
33840.03,788,25000,32,1
27631.72,599,25000,12,1
42065.12,805,15000,31,0
48280.36,791,5000,6,0
55523.14,643,15000,11,1
73640.59,593,10000,39,0
46391.96,621,15000,14,0
15908.67,850,5000,20,0
27331.98,837,10000,11,0
212315.57,663,10000,12,0
56088.98,589,5000,39,0
150478.03,662,20000,38,1
83889.9,674,15000,1,0
41985.57,526,10000,28,0
43514.27,658,15000,28,0
35527.13,782,5000,35,0
12801.49,470,25000,37,1
36710.88,733,5000,6,1
75087.15,787,15000,29,0
25341.94,594,10000,22,1
46498.34,819,15000,27,0
60533.65,581,25000,22,1
21040.23,694,10000,35,0
27700.85,619,25000,28,1
19717.33,619,20000,3,1
22174.55,588,5000,19,1
16771.51,720,20000,4,1
21157.1,735,15000,10,1
85107.75,644,20000,1,1
20967.18,514,5000,23,1
39178.19,690,10000,32,0
26856.92,692,25000,21,1
73667.69,628,10000,5,1
79753.62,837,20000,23,0
60988.58,494,15000,28,0
43637.87,428,20000,31,1
31614.28,577,5000,29,0
17763.04,721,5000,2,1
116554.86,544,15000,24,0
23021.78,552,10000,27,0
54078.27,745,5000,14,1
68578.84,696,5000,16,0
26025.49,688,15000,1,1
67697.7,728,10000,26,1
57441.82,607,20000,35,0
102413.96,612,25000,13,0
27402.57,731,15000,31,1
16789.04,516,10000,11,1
26814.72,436,25000,22,1
41163.7,607,15000,15,0
37606.33,743,20000,1,1
28679.48,676,20000,6,0
11550.47,736,10000,20,1
48160.28,448,10000,30,1
118587.54,682,20000,22,0
47980.54,715,20000,24,0
52338.18,515,15000,34,1
51198.59,736,10000,34,0
46084.32,639,25000,6,1
63512.98,850,20000,4,1
46038.08,432,25000,31,1
30103.41,787,10000,4,0
22525.58,611,10000,24,1
31276.3,488,5000,30,0
43847.71,597,20000,19,1
30041.96,678,10000,21,1
43853.21,754,10000,37,0
47263.33,822,20000,12,1
59868.61,792,5000,38,0
78407.67,553,5000,1,1
38055.64,763,5000,21,0
16569.75,689,5000,8,1
29523.37,585,15000,1,1
37288.4,629,20000,31,0
12070.73,579,20000,7,1
83549.85,654,20000,15,0
39554.18,577,5000,32,0
45652.41,547,5000,10,0
82397.95,698,10000,31,1
24882.36,713,15000,7,0
51247.66,631,20000,31,1
33998.83,787,15000,20,1
32517.96,624,20000,24,1
22849.5,620,5000,19,1
98652.8,716,5000,0,0
28989.82,637,20000,20,1
55253.03,658,25000,6,1
11789.87,398,5000,24,1
73717.32,652,10000,8,0
68276.89,467,5000,21,0
38501.81,528,10000,1,0
31692.47,516,15000,18,0
46166.05,546,5000,5,0
143382.96,595,5000,4,0
12607.64,601,15000,9,1
58059.08,716,10000,0,1
21015.8,672,25000,25,1
35884.08,460,10000,25,0
31296.82,658,20000,17,1
28085.51,682,20000,20,1
36088.19,617,20000,11,0
18388.8,644,15000,37,0
67339.9,669,10000,13,1
12375.99,726,5000,31,0
50204.44,493,20000,38,0
29854.13,626,10000,34,0
17987.73,801,5000,16,0
41004.21,792,10000,9,1
14268.78,735,15000,34,0
37191.23,704,20000,15,0
15464.06,815,25000,5,1
47894.85,842,20000,3,1
20855.76,637,20000,8,1
27705.98,553,15000,28,1
43320.0,623,5000,6,0
22844.71,850,20000,15,1
35074.22,493,5000,5,1
14642.77,603,5000,2,0
53025.35,509,15000,13,1
104709.83,662,20000,13,1
193944.11,530,15000,8,1
38357.33,639,15000,35,1
58274.65,455,25000,22,0
12476.78,712,15000,14,1
89468.38,772,25000,6,0
57857.43,612,5000,19,1
27163.79,636,5000,18,1
76290.86,634,10000,5,1
31173.21,668,10000,38,0
27589.34,646,5000,0,1
48300.68,727,20000,6,0
19186.98,773,10000,34,1
67035.32,569,15000,24,1
19271.95,619,10000,37,1
19340.7,740,5000,22,0
21040.11,508,20000,24,1
57279.61,453,5000,37,0
25082.73,673,20000,10,1
16174.68,700,10000,33,0
25250.27,578,15000,30,1
35623.99,592,15000,37,0
17879.61,574,5000,11,0
18196.62,563,20000,8,1
128898.15,719,10000,12,0
21669.49,532,20000,19,1
29916.77,623,20000,20,1
29133.9,559,20000,21,1
28203.06,504,10000,0,1
52723.05,737,20000,39,0
64144.0,598,15000,16,0
30225.08,669,5000,3,0
17293.97,499,25000,5,1
78015.6,576,20000,18,0
34296.39,726,15000,29,0
102558.96,850,15000,22,1
9439.41,452,5000,31,0
40832.84,630,5000,28,0
114824.92,691,25000,7,1
29379.18,588,25000,20,1
31720.04,735,25000,16,1
43360.62,563,10000,16,0
25970.65,665,10000,20,1
30114.34,598,15000,14,1
29652.77,772,5000,26,1
24923.03,582,20000,24,1
75910.78,615,5000,32,0
47889.27,745,10000,1,0
42208.5,547,15000,15,1
58991.14,657,20000,35,0
30988.97,468,25000,7,1
22821.94,541,25000,15,1
25296.6,688,10000,6,0
36354.37,551,15000,4,1
19234.73,596,5000,22,0
26898.97,699,10000,7,0
26644.29,592,5000,2,1
129927.74,732,20000,34,0
6875.44,672,5000,35,0
32605.24,694,20000,35,1
102274.56,774,15000,14,0
39069.86,682,10000,29,1
57070.95,804,5000,14,0
38557.11,741,15000,28,0
24333.27,598,15000,3,1
9460.22,779,5000,33,1
41079.87,676,25000,22,1
22802.74,611,25000,34,1
22466.91,678,20000,27,1
26919.54,761,15000,30,1
103457.57,696,10000,32,0
153722.23,832,10000,17,0
41370.56,759,15000,4,0
27477.96,702,25000,8,1
17919.85,547,15000,19,1
48104.17,632,20000,37,0
105846.3,657,15000,8,1
31306.96,720,5000,17,1
8713.27,714,25000,14,1
54286.44,667,5000,14,0
65594.02,662,5000,13,1
14023.54,722,15000,34,0
40371.95,564,15000,39,0
47607.02,820,10000,35,0
34756.98,445,5000,19,0
22596.21,796,15000,10,1
66806.95,645,10000,16,0
28508.92,750,5000,24,0
14896.6,686,10000,28,1
10618.1,685,25000,22,1
77382.02,705,20000,8,0
52575.13,731,5000,24,0
38283.88,617,15000,22,1
27884.75,753,25000,1,1
26439.14,542,10000,0,1
19044.96,649,20000,37,1
28032.69,734,5000,5,0
10177.63,750,20000,14,1
23350.22,696,25000,6,1
30134.85,611,20000,1,1
52361.56,740,5000,29,0
35455.87,583,25000,28,1
58510.05,825,10000,11,1
81591.56,642,5000,33,0
68521.45,496,20000,29,0
48161.05,531,5000,35,0
36574.9,654,25000,34,1
20161.44,664,20000,1,1
56611.44,847,10000,2,0
99493.58,546,15000,11,1
44589.94,654,10000,3,0
114732.14,544,5000,6,1
14539.97,601,15000,19,1
18169.54,818,25000,18,1
60664.92,536,20000,7,1
42555.91,709,20000,2,1
79879.08,689,25000,26,0
35979.95,648,5000,14,0
21573.37,702,10000,7,1
31947.34,534,15000,17,1
14478.06,816,25000,28,1
18450.48,842,5000,35,0
65086.11,655,5000,2,1
61308.42,850,15000,8,1
45152.57,610,25000,9,1
12930.62,690,10000,39,0
29288.72,793,10000,19,0
17413.48,604,25000,1,1
73564.65,512,20000,0,1
25585.13,489,10000,26,0
18930.91,850,20000,3,1
36970.58,597,25000,36,1
24733.34,631,5000,31,0
88454.75,539,25000,17,0
23367.78,745,5000,13,1
15685.05,572,25000,14,1
9979.14,601,20000,3,1
35650.84,680,20000,18,1
25921.86,544,25000,23,1
15408.23,632,5000,29,1
74127.06,790,25000,12,0
54195.17,693,5000,10,1
35705.83,663,20000,27,1
82338.64,671,15000,10,1
54042.26,611,10000,0,1
22165.37,850,20000,3,1
19466.84,569,25000,37,1
59325.17,671,25000,33,0
46065.53,662,5000,11,0
40209.1,751,10000,23,0
21853.17,760,20000,36,1
52300.88,647,10000,31,1
23079.51,679,10000,18,1
34159.91,683,20000,28,1
86523.08,423,5000,37,0
24428.35,491,5000,28,0
14132.13,589,5000,18,1
19311.8,594,15000,19,1
65945.19,530,10000,2,1
42312.54,725,15000,39,0
33613.18,650,5000,4,1
26756.79,629,20000,22,1
48592.09,524,10000,4,1
21819.01,646,20000,29,1
43625.6,387,25000,31,1
23417.7,634,10000,23,1
21192.54,656,20000,34,1
24772.95,674,5000,31,0
28991.43,494,15000,21,1
35266.97,672,20000,20,1
41826.0,546,25000,27,1
3971.82,569,5000,33,1
22368.51,722,25000,15,1
28711.64,850,15000,10,1
89593.43,655,25000,32,0
18996.28,568,20000,37,1
40041.75,669,20000,18,1
89055.78,744,5000,27,0
16518.21,712,15000,28,1
45999.47,850,15000,36,0
22440.82,578,10000,2,1
,675,10000,17,0
22429.53,805,20000,17,1
23409.23,799,25000,11,1
185934.04,455,25000,17,1
60275.05,650,5000,31,0
70336.26,798,15000,35,0
48785.87,850,20000,18,0
13852.85,720,25000,3,1
46026.6,613,10000,10,1
69130.95,549,20000,2,0
21762.86,850,5000,26,0
64808.76,723,20000,15,0
55414.79,565,25000,17,1
110329.21,630,5000,29,0
28263.6,681,10000,23,0
18796.64,704,10000,5,1
29232.11,560,25000,33,1
85934.67,589,5000,11,0
12124.17,485,10000,22,1
10498.36,754,5000,35,0
38316.55,616,20000,39,1
27846.05,697,15000,14,1
36484.28,792,15000,15,1
64035.13,672,15000,13,0
26067.86,639,10000,14,0
11804.03,669,25000,11,1
123832.97,656,15000,34,0
19963.54,775,25000,24,1
19236.75,681,15000,13,1
70419.96,596,20000,1,0
28833.88,755,15000,17,1
34960.22,773,25000,34,1
48517.22,516,10000,8,1
69574.25,803,20000,10,0
29730.35,686,25000,25,1
90397.44,678,5000,2,0
10082.13,751,15000,4,1
57289.48,593,20000,31,1
21944.76,745,10000,9,1
82732.09,612,5000,37,0
39546.27,503,15000,5,1
24252.06,550,20000,10,1
54052.15,707,25000,16,1
62063.48,555,15000,1,0
53377.07,811,20000,23,0
19578.4,769,15000,4,1
27162.42,783,20000,20,0
36226.87,662,25000,5,1
35427.52,676,15000,3,1
56945.35,531,20000,8,1
10840.66,750,5000,4,1
44382.31,688,10000,3,1
30516.15,707,20000,8,1
21958.28,819,20000,17,1
23260.41,589,20000,15,1
31929.24,637,15000,1,1
4185.36,683,10000,28,1
23842.53,556,15000,35,1
21472.13,631,20000,11,1
49994.58,699,20000,36,0
22397.04,617,10000,33,1
31918.2,781,5000,34,1
91616.44,499,15000,39,0
65947.28,762,5000,5,0
62402.64,716,20000,36,1
26905.25,593,20000,35,1
50302.97,558,25000,19,1
31560.49,442,25000,15,0
32284.55,570,5000,7,1
46435.11,755,25000,21,1
25382.21,644,10000,4,1
88947.52,766,5000,4,1
32988.75,588,25000,10,0
52628.67,721,25000,18,1
86973.63,578,10000,38,0
67439.91,553,10000,16,1
15594.11,639,5000,36,1
47426.55,584,15000,37,0
60502.0,496,10000,17,0
62014.15,632,25000,8,1
18620.59,661,5000,16,1
24484.09,777,15000,32,0
65955.46,744,5000,19,0
22992.97,772,25000,17,1
30338.79,722,15000,23,1
93482.12,683,15000,12,1
35288.78,527,10000,39,0
23480.73,665,20000,27,1
21448.92,710,25000,2,1
44339.52,796,20000,35,1
16319.42,719,25000,10,1
31307.04,774,5000,38,0
44353.12,547,20000,20,0
79180.86,617,15000,36,0
54205.02,693,10000,1,1
23660.47,766,25000,5,1
73647.95,635,10000,4,1
30342.09,642,25000,31,0
17302.01,719,15000,36,1
32753.83,537,15000,39,1
86068.74,811,15000,10,0
40100.5,562,15000,16,1
36589.37,458,15000,13,0
96986.49,651,10000,1,1
15385.6,820,5000,38,0
16791.71,709,20000,17,1
13773.37,725,10000,32,1
45414.6,654,20000,29,1
40130.66,635,5000,14,1
91641.71,496,25000,28,0
42027.74,424,5000,25,0
28495.62,670,5000,0,1
36354.63,781,25000,16,1
38973.0,684,20000,38,0
13318.95,712,15000,1,1
184646.6,808,25000,14,0
49608.76,683,25000,21,0
41192.23,638,5000,19,0
52527.83,568,25000,28,1
55583.77,850,10000,24,1
33378.52,703,15000,23,1
24865.97,556,5000,33,1
52034.93,533,20000,20,1
45771.94,775,20000,1,1
22338.48,546,20000,15,1
85086.3,835,20000,39,1
43304.47,374,20000,20,1
56268.58,792,5000,36,0
83713.25,699,10000,7,1
36795.59,662,10000,13,0
43922.03,632,20000,21,0
59042.71,839,10000,17,0
23507.7,721,15000,4,1
37512.56,560,10000,29,0
39156.79,478,25000,30,1
20462.82,668,20000,8,1
145886.19,650,25000,30,1
15609.33,498,25000,30,1
16666.19,644,20000,8,1
79900.38,593,5000,36,0
55712.5,651,10000,5,0
19622.28,723,15000,25,1
52280.22,799,5000,9,0
87615.24,741,15000,5,0
35662.04,578,20000,32,1
172696.97,687,10000,29,1
12907.49,656,5000,39,1
55066.35,517,20000,23,1
73124.37,690,5000,27,0
61994.83,836,25000,37,0
32124.9,653,10000,28,0
30507.72,491,10000,14,1
47405.2,653,20000,7,0
59245.95,529,20000,22,0
52129.38,736,20000,8,1
67780.83,702,10000,10,1
19705.99,633,25000,5,1
31676.72,617,10000,11,1
20660.74,629,20000,33,1
28805.81,651,15000,20,1
66778.24,573,25000,31,0
38746.29,511,10000,35,1
173531.69,764,15000,24,0
40783.95,611,25000,34,1
37639.72,667,10000,33,0
38704.45,679,20000,18,0
24768.17,682,10000,36,0
35076.9,533,25000,16,1
71444.26,482,20000,15,0
38885.72,591,5000,15,0
22559.78,690,15000,3,1
20846.66,577,20000,29,1
27719.15,615,20000,33,1
37961.13,850,25000,4,1
74321.23,465,25000,32,1
16247.7,574,15000,8,1
29974.56,840,25000,16,1
39600.06,646,20000,11,1
12085.68,579,15000,23,1
22022.96,767,15000,11,1
24150.66,656,10000,14,1
22525.83,615,20000,15,1
40746.85,669,20000,22,1
32980.25,584,25000,17,1
26025.4,548,20000,21,1
46947.14,639,25000,30,1
102113.97,549,20000,14,0
97105.56,651,10000,20,0
11456.78,685,20000,7,1
51340.92,735,10000,39,0
32636.48,763,20000,35,0
39858.59,609,20000,37,1
28596.23,700,5000,5,1
38970.23,699,20000,16,1
39769.06,683,10000,39,1
25658.47,602,15000,35,0
21208.97,547,10000,27,1
27744.21,700,20000,22,1
41795.98,479,25000,30,0
52020.74,623,5000,10,0
60597.53,395,25000,19,0
,516,5000,31,1
43058.15,562,5000,16,0
64699.03,760,25000,37,1
73083.43,719,20000,5,1
35055.94,595,10000,0,1
31806.98,723,25000,36,0
40728.14,739,15000,3,1
18218.18,634,5000,30,0
32332.7,512,10000,10,1
56769.35,629,15000,16,0
53378.76,640,10000,6,1
30879.24,527,20000,34,1
41383.23,687,15000,1,1
22141.52,678,25000,39,1
55386.73,695,10000,36,0
34658.81,678,25000,36,1
30774.11,723,25000,9,1
29230.43,632,10000,11,1
34970.62,670,10000,16,0
27757.83,610,5000,25,0
53900.0,592,5000,4,1
28647.74,784,15000,4,1
94445.52,446,15000,37,0
87476.57,738,15000,26,0
21270.45,588,5000,4,1
37866.52,575,25000,7,1
24577.98,676,20000,30,1
29852.13,501,20000,32,1
120747.45,568,10000,20,1
30195.77,565,5000,34,0
45077.37,628,10000,20,1
50251.35,570,20000,14,1
19922.85,810,10000,35,0
21740.73,830,5000,1,1
17612.89,448,5000,29,0
21341.69,704,5000,27,1
6568.11,736,20000,16,1
50349.78,704,5000,19,0
124556.7,584,15000,39,1
39683.57,626,15000,28,0
15525.49,575,5000,4,1
24694.46,608,15000,24,1
27575.25,529,5000,9,1
19721.19,639,20000,18,1
60846.5,500,15000,0,1
59050.96,630,20000,33,1
18155.5,525,15000,13,1
56108.84,671,25000,24,1
90770.32,582,25000,25,0
113724.59,679,20000,20,1
202628.03,758,15000,15,1
21137.51,809,25000,9,1
197705.19,397,5000,31,0
29362.57,567,10000,19,1
25451.27,620,25000,8,1
44189.54,696,25000,33,1
25610.64,485,5000,30,0
46139.58,552,25000,18,1
16447.91,663,25000,30,1
31468.69,658,25000,29,1
78538.9,688,15000,23,0
35093.22,694,25000,32,1
39535.63,684,10000,17,0
48298.47,669,15000,20,0
73305.94,656,15000,30,1
13451.76,716,20000,38,1
51570.98,426,25000,3,1
30918.7,804,10000,25,1
40134.14,430,10000,32,0
68594.67,542,20000,32,1
17738.42,627,10000,19,0
19779.74,717,15000,7,1
11370.1,350,5000,35,1
26121.26,647,15000,7,1
80681.08,729,5000,30,0
33780.79,749,10000,21,1
16251.25,580,25000,18,1
27135.35,620,5000,19,1
14872.71,588,15000,22,1
18488.21,611,15000,23,1
45857.38,547,15000,23,0
17955.94,561,15000,35,1
70797.61,693,20000,8,1
34798.44,663,10000,39,0
38229.27,699,25000,15,1
30729.43,671,20000,26,1
57740.19,720,10000,36,1
58098.55,738,5000,12,0
44401.68,476,20000,1,1
50963.93,565,20000,11,1
31976.17,627,20000,32,0
50277.95,648,20000,22,0
29651.66,583,5000,13,0
36364.16,741,15000,38,1
30798.27,848,20000,29,1
27602.7,669,10000,33,1
24017.38,658,15000,8,1
48079.64,735,5000,14,0
79727.0,463,25000,23,0
73325.31,653,5000,24,0
17086.79,748,25000,35,1
78709.71,586,10000,31,0
30004.57,527,25000,20,1
52074.98,631,20000,38,1
21084.02,644,15000,5,1
39544.74,559,15000,24,1
43837.02,850,20000,1,1
14901.8,602,15000,30,1
52310.91,535,5000,29,0
81435.05,641,20000,14,0
32702.64,741,20000,17,1
82133.47,652,15000,31,0
32408.76,699,25000,13,1
60460.81,563,10000,17,0
9593.66,799,25000,34,1
155013.37,706,5000,21,0
89078.65,755,20000,13,0
30614.37,687,20000,37,1
11122.74,732,5000,13,1
43166.37,563,10000,33,1
15269.99,601,20000,21,1
47425.35,785,25000,15,1
46487.53,806,5000,15,0
20643.55,535,20000,15,1
71152.46,675,25000,39,0
58885.19,607,5000,37,0
65218.21,580,5000,17,0
36509.02,678,5000,22,0
15532.43,764,10000,39,1
65298.44,695,5000,17,0
30877.32,618,15000,21,1
15774.21,701,15000,39,0
81733.86,614,5000,29,0
127981.95,691,20000,17,0
35427.77,790,15000,17,1
132650.44,442,25000,0,0
38360.7,730,25000,14,1
28903.75,496,20000,4,1
24877.65,773,25000,26,1
96978.97,586,20000,16,0
22740.75,528,25000,31,1
56452.88,720,5000,37,0
25964.92,686,25000,25,1
27551.6,550,5000,1,1
67383.12,525,25000,27,0
28911.01,631,25000,22,1
28484.71,530,25000,19,1
71659.63,544,5000,35,0
94697.07,662,25000,21,0
53466.68,553,25000,10,1
24517.39,693,10000,27,0
26732.49,799,5000,21,0
38099.22,635,15000,16,1
44026.99,663,20000,30,0
20076.0,850,10000,10,0
56040.1,531,25000,35,0
38227.41,769,15000,13,0
12972.34,757,15000,34,1
20798.67,735,25000,22,1
26836.62,779,25000,28,1
34762.18,678,10000,22,0
112822.07,592,5000,35,0
41894.2,759,10000,15,1
21928.38,763,5000,38,0
41455.61,761,15000,19,0
29399.92,654,20000,24,1
44128.23,578,25000,18,0
51448.71,669,10000,25,1
75022.13,744,15000,31,0
35790.15,752,10000,20,1
97088.32,607,5000,8,0
62618.35,682,25000,18,0
23754.71,519,5000,20,0
136750.5,748,5000,17,0
44187.48,572,5000,5,1
22002.81,729,15000,34,0
97904.5,535,25000,13,1
126331.74,753,20000,8,1
35602.99,682,10000,34,0
26844.33,572,5000,1,1
32747.27,719,25000,5,1
55761.51,591,10000,34,0
78175.69,725,25000,24,1
51138.47,623,10000,8,1
38601.02,478,25000,30,0
89215.23,552,20000,6,1
30100.53,607,25000,27,1
67410.2,787,25000,1,1
30551.29,740,5000,0,0
47033.42,812,5000,36,0
33923.47,815,5000,23,0
35118.69,597,25000,34,1
28957.02,631,20000,6,1
81382.25,609,10000,37,0
23394.22,583,5000,28,0
23291.89,466,15000,0,1
129650.3,649,25000,29,0
65297.47,521,20000,31,0
8681.35,647,20000,9,1
25870.14,850,5000,33,0
12244.18,599,5000,10,0
20528.83,669,15000,36,1
5524.19,741,15000,26,1
33449.97,678,5000,9,0
18303.27,679,10000,37,1
37644.54,614,5000,21,0
13696.93,627,5000,23,0
38167.78,554,20000,7,1
28312.26,735,5000,5,0
89426.45,476,5000,3,1
84695.19,747,5000,4,0
58174.79,510,10000,5,0
29852.73,746,20000,31,1
119518.71,615,25000,37,0
14302.35,527,25000,19,1
15644.35,708,25000,39,1
34535.05,743,25000,35,0
140424.16,606,20000,13,0
32163.79,722,5000,18,0
32534.39,421,25000,10,1
15288.46,518,5000,38,1
64058.87,779,25000,0,1
64338.0,628,10000,34,0
58305.12,464,5000,18,0
24896.13,580,20000,32,1
23765.16,558,10000,31,1
16716.08,633,10000,35,0
38189.79,613,20000,23,1
18991.67,668,10000,6,1
17917.8,643,5000,6,1
28163.6,786,15000,4,1
27078.8,692,15000,13,1
26297.07,696,25000,25,1
48043.72,767,25000,0,1
38079.4,611,5000,12,0
30549.59,524,20000,22,1
40530.41,771,5000,19,0
20031.95,664,25000,6,1
38683.45,664,10000,5,0
39749.86,587,5000,8,1
14737.81,588,5000,27,0
66000.41,735,20000,9,0
21399.86,748,25000,34,1
38337.58,728,5000,6,0
73031.57,729,10000,24,0
63285.15,707,10000,29,0
37071.36,663,15000,25,0
29216.84,632,25000,11,1
64119.71,771,10000,12,1
54437.96,613,20000,39,0
25058.82,687,25000,3,1
22540.38,570,10000,0,1
10473.33,584,5000,5,1
39831.73,626,25000,1,1
34557.55,570,10000,26,1
71805.39,730,5000,17,0
45045.71,515,15000,28,0
80865.09,660,25000,32,0
23898.75,663,25000,2,1
71889.84,469,10000,19,0
26440.45,606,15000,3,1
57904.92,676,20000,17,0
15134.69,693,10000,7,1
41817.96,630,10000,21,1
11038.97,718,20000,21,1
30937.29,639,20000,18,1
47297.48,651,20000,27,1
26566.83,675,20000,1,1
19336.26,743,20000,8,1
60335.21,582,5000,34,0
34129.67,601,5000,21,1
27072.06,583,20000,25,0
37239.96,617,15000,33,1
176663.4,793,15000,6,1
72555.11,707,20000,29,1
72951.07,537,5000,24,0
47161.25,590,15000,8,0
40130.47,687,5000,26,1
8624.4,559,10000,0,1
24163.82,577,5000,32,1
27218.59,784,20000,7,1
11790.68,589,25000,31,1
18134.12,745,20000,39,1
11064.51,776,10000,18,1
35489.98,577,5000,35,0
59353.1,561,15000,21,0
70549.14,622,20000,38,0
46577.4,541,15000,25,1
20372.93,662,5000,2,0
11393.07,629,10000,8,1
12655.9,686,20000,34,1
16959.96,790,15000,6,1
21304.73,732,20000,14,1
32996.31,699,20000,3,1
19761.71,453,15000,36,0
44506.28,694,10000,27,0
31591.26,822,20000,8,1
36546.01,349,10000,34,0
71980.49,719,10000,24,0
17887.56,634,5000,8,1
46687.08,565,15000,32,0
36012.31,730,5000,16,1
29729.89,821,25000,11,0
61768.81,728,5000,8,1
61537.9,613,20000,4,1
20580.63,556,20000,25,1
32555.57,664,20000,18,1
42990.18,737,25000,34,1
30828.53,611,10000,1,1
51586.37,621,20000,6,0
42989.67,850,5000,8,0
109047.27,758,10000,21,1
14498.96,765,5000,32,0
33743.34,504,5000,15,0
21055.11,579,20000,23,1
52180.52,657,5000,7,0
13762.42,550,25000,29,1
44702.63,810,10000,25,0
24883.77,791,20000,34,1
23376.88,597,20000,16,1
15246.44,828,5000,37,0
27472.87,650,5000,9,0
69612.56,850,15000,16,0
35770.79,664,15000,6,1
52923.79,708,20000,1,1
98595.91,790,20000,10,0
42542.27,778,5000,2,0
25970.6,701,25000,19,1
48067.01,636,25000,12,1
26197.58,701,5000,22,0
26831.89,568,15000,16,1
14589.6,665,15000,28,1
63307.21,539,25000,38,0
28807.71,472,20000,31,0
40508.17,655,5000,34,0
19504.94,776,20000,34,1
47172.6,743,15000,33,0
22990.47,642,25000,20,1
33355.39,825,20000,15,1
61494.04,593,15000,22,0
58364.06,458,15000,10,1
35838.64,432,15000,13,0
12570.67,532,20000,2,1
218750.34,732,10000,6,0
103519.51,587,25000,39,0
56027.89,696,15000,10,1
23111.32,815,20000,32,1
33922.87,540,5000,18,1
26211.35,698,25000,22,1
77521.73,704,5000,22,1
42510.3,564,5000,28,0
22685.96,785,20000,5,1
27379.42,621,10000,38,1
71161.9,612,20000,4,1
94850.64,850,20000,31,1
90853.08,702,25000,39,1
57194.86,743,20000,25,1
31207.85,785,25000,13,1
5193.13,585,15000,17,1
43403.53,775,25000,20,1
36275.68,600,20000,24,1
39497.37,596,15000,19,1
37509.08,623,15000,23,0
16386.99,588,10000,2,1
50738.75,732,20000,21,0
53068.02,677,5000,7,1
54688.2,601,20000,28,1
64083.76,717,5000,6,0
52178.77,622,10000,5,1
28395.4,617,20000,5,1
34804.36,655,10000,11,1
38356.33,696,5000,21,0
38739.68,689,25000,25,1
66100.43,614,20000,24,0
53433.93,735,15000,18,0
126298.83,628,15000,35,0
136472.91,585,10000,34,0
38093.15,503,25000,12,1
3633.7,748,15000,24,1
76274.92,651,15000,31,0
26259.27,671,20000,29,1
22451.43,755,15000,20,1
28593.45,602,5000,39,1
27778.4,513,10000,7,1
52436.69,657,15000,6,0
14247.53,681,20000,2,1
19022.31,624,5000,36,0
44618.11,797,15000,2,1
52773.6,401,10000,17,0
53365.78,762,10000,8,1
22646.9,729,10000,23,1
20191.98,696,15000,6,1
26796.3,316,5000,32,1
,778,25000,24,1
88546.79,547,10000,33,0
10631.09,599,5000,37,1
31810.85,633,20000,20,1
16324.02,691,20000,37,1
13475.85,714,5000,39,0
64872.17,739,20000,17,0
50351.05,732,20000,38,1
47555.85,675,10000,32,1
63108.8,692,15000,27,0
27232.56,541,15000,24,1
28012.82,575,15000,13,1
134785.29,740,15000,19,0
31321.42,734,5000,38,0
56448.23,722,10000,19,1
36454.82,599,5000,6,1
11980.61,741,20000,3,1
10649.01,534,10000,30,1
25657.97,758,25000,29,1
68436.44,624,15000,36,0
58277.71,818,20000,20,1
62846.23,498,15000,0,1
20085.88,826,15000,2,1
95752.64,614,15000,12,1
20354.64,612,25000,6,1
41261.89,669,20000,5,1
36090.63,580,15000,5,0
32717.84,643,15000,33,1
81077.06,576,10000,31,1
23787.93,580,15000,15,1
16159.07,699,10000,37,0
36753.81,560,20000,7,0
28569.76,573,20000,20,0
275523.93,513,20000,10,1
54497.19,600,10000,22,1
-50000.0,781,25000,5,1
19270.55,565,25000,14,1
11752.57,577,15000,10,1
19631.07,669,20000,26,1
38908.39,613,5000,14,1
85510.73,850,15000,37,0
71183.3,634,25000,3,1
41666.67,684,25000,13,1
29914.52,744,20000,9,0
42671.54,742,10000,28,0
26604.01,673,15000,11,1
101825.76,634,10000,39,1
32418.54,850,25000,19,1
34482.16,640,20000,36,1
9609.49,606,25000,1,1
32297.31,585,20000,19,0
59987.44,477,5000,11,0
19136.76,732,10000,37,1
23145.78,415,15000,29,1
58432.45,649,20000,17,0
14973.03,630,5000,9,1
68506.27,850,5000,6,1
26389.29,467,10000,4,1
28763.4,560,20000,28,1
18502.72,636,15000,34,0
45561.93,630,15000,38,0
158882.97,595,15000,11,0
58040.62,642,25000,9,1
21621.18,524,25000,36,1
71780.8,686,20000,1,0
30031.2,418,15000,2,1
82842.04,647,5000,13,0
58924.12,590,15000,19,0
6211.24,752,20000,3,1
19881.64,826,15000,25,1
63999.54,617,10000,14,0
39775.02,789,15000,8,1
19648.31,618,5000,2,0
24830.95,553,20000,1,1
11571.01,825,20000,38,1
34440.07,702,5000,29,1
136818.96,650,20000,36,0
58862.53,719,15000,16,0
135164.82,677,20000,2,0
61662.93,643,15000,8,1
67271.21,517,20000,7,1
118711.0,623,15000,8,1
45540.53,712,15000,16,0
32456.75,638,5000,23,0
67480.54,740,5000,7,0
86881.83,688,25000,13,0
27228.55,562,5000,15,1
23554.18,518,15000,17,0
39470.69,634,15000,23,0
59808.28,598,20000,38,0
58621.37,684,20000,26,1
15452.09,578,25000,27,1
114343.65,588,15000,6,1
24718.35,755,25000,33,1
30975.78,665,15000,26,0
21129.12,580,5000,33,1
